Date,Close,High,Low,Open,Volume
,IBM,IBM,IBM,IBM,IBM
1962-01-02,1.463669776916504,1.480302560969432,1.463669776916504,1.480302560969432,407940
1962-01-03,1.476464033126831,1.476464033126831,1.4636696877198863,1.4636696877198863,305955
1962-01-04,1.4617500305175781,1.4764634936429322,1.4611103230531368,1.4764634936429322,274575
1962-01-05,1.4329644441604614,1.4598324718502331,1.4304055160078417,1.4598324718502331,384405
1962-01-08,1.4060949087142944,1.431683593697488,1.394580172770764,1.431683593697488,572685
1962-01-09,1.4227277040481567,1.440639802883219,1.4124921916505166,1.4124921916505166,517770
1962-01-10,1.425286889076233,1.4316839662651302,1.425286889076233,1.425286889076233,313800
1962-01-11,1.4406400918960571,1.4406400918960571,1.4291250663474226,1.4291250663474226,337335
1962-01-12,1.443198800086975,1.4534341222255183,1.443198800086975,1.443198800086975,462855
1962-01-15,1.44959557056427,1.452794203779292,1.448316059845297,1.448316059845297,266730
1962-01-16,1.4342427253723145,1.448316389266014,1.4342427253723145,1.448316389266014,266730
1962-01-17,1.4112131595611572,1.427845944641177,1.407375008622784,1.427845944641177,439320
1962-01-18,1.4150516986846924,1.429125366497802,1.4150516986846924,1.4150516986846924,392250
1962-01-19,1.4163315296173096,1.4188903618298865,1.3996989287921802,1.4150522092327111,423630
1962-01-22,1.4137715101242065,1.4304041927029554,1.4124920950923665,1.4163303401878866,290265
1962-01-23,1.3996983766555786,1.41505165103973,1.3971395454523796,1.4131325276373305,392250
1962-01-24,1.4073748588562012,1.4073748588562012,1.392661390115231,1.39969817490978,431475
1962-01-25,1.3920212984085083,1.41888930377028,1.3894624681040402,1.407374567400173,337335
1962-01-26,1.3849847316741943,1.3971392732429313,1.3843449282763975,1.392021516111991,258885
1962-01-29,1.3613145351409912,1.3945797975239638,1.3613145351409912,1.38498409109804,611910
1962-01-30,1.3440428972244263,1.3689918818364863,1.3440428972244263,1.3613152932762314,776655
1962-01-31,1.3869037628173828,1.3869037628173828,1.3574769224675707,1.3574769224675707,800190
1962-02-01,1.418890118598938,1.4227285577031847,1.400978104738058,1.400978104738058,674670
1962-02-02,1.4278461933135986,1.4278461933135986,1.4124929168346545,1.4188899957154664,533460
1962-02-05,1.4099335670471191,1.4278456684946157,1.4022569794900865,1.4278456684946157,329490
1962-02-06,1.4114056825637817,1.412685368394507,1.4050077320836898,1.4101261882024705,274575
1962-02-07,1.4126850366592407,1.420362766901834,1.4126850366592407,1.4126850366592407,266730
1962-02-08,1.4139645099639893,1.4203626498839284,1.412684920273872,1.412684920273872,23535
1962-02-09,1.4242008924484253,1.4242008924484253,1.4075661357736604,1.41396408228909,455010
1962-02-12,1.4254810810089111,1.4357179905188782,1.4229219014987602,1.424201395519154,298110
1962-02-13,1.4024492502212524,1.426761761355791,1.4024492502212524,1.4254821706226186,274575
1962-02-14,1.3998888731002808,1.407566602936283,1.3973296936447333,1.402448148290508,219660
1962-02-15,1.3947709798812866,1.399889340501322,1.3934914854609892,1.399889340501322,243195
1962-02-16,1.3934905529022217,1.3998884036609525,1.3934905529022217,1.3947700464662498,235350
1962-02-19,1.379414439201355,1.3998881514961348,1.376855261064994,1.3934903018898623,298110
1962-02-20,1.3800551891326904,1.3870929333916282,1.3800551891326904,1.3800551891326904,305955
1962-02-21,1.3698188066482544,1.3896527444075697,1.3698188066482544,1.3800557209848743,384405
1962-02-23,1.3742969036102295,1.3768561791878111,1.371737723767342,1.371737723767342,305955
1962-02-26,1.3691786527633667,1.3755767943485755,1.3666193769823427,1.374297012856011,313800
1962-02-27,1.3717378377914429,1.3806952551902063,1.3615010218342753,1.3691786577358265,368715
1962-02-28,1.3742969036102295,1.3742969036102295,1.3640600885039853,1.371737723767342,282420
1962-03-01,1.3909329175949097,1.3909329175949097,1.379416313132139,1.379416313132139,298110
1962-03-02,1.4024492502212524,1.4101268903550412,1.4024492502212524,1.4024492502212524,258885
1962-03-05,1.3973287343978882,1.4024471855299172,1.3922102832658592,1.4024471855299172,376560
1962-03-06,1.3986095190048218,1.403727782693198,1.3947706537028335,1.3973298334143662,196125
1962-03-07,1.403088092803955,1.403088092803955,1.3947706629516312,1.3986095282790751,133365
1962-03-08,1.4062862396240234,1.4062862396240234,1.3947699368410928,1.403087362363405,196125
1962-03-09,1.4152445793151855,1.4152445793151855,1.407566943357023,1.407566943357023,305955
1962-03-12,1.4139645099639893,1.4190828687244577,1.4101257408936378,1.415244195388783,298110
1962-03-13,1.4126850366592407,1.413964626454778,1.4075666774770914,1.413964626454778,133365
1962-03-14,1.4101258516311646,1.4165238005841827,1.4075666720499573,1.4126850312123718,211815
1962-03-15,1.4075666666030884,1.4178034806229882,1.4075666666030884,1.4101258461743924,258885
1962-03-16,1.4139645099639893,1.4139645099639893,1.4075665615134036,1.4075665615134036,172590
1962-03-19,1.417803168296814,1.4229216220465677,1.4165234830583784,1.4165234830583784,392250
1962-03-20,1.408846139907837,1.4152442802112477,1.408846139907837,1.4152442802112477,172590
1962-03-21,1.4101258516311646,1.4126850312123718,1.4050073967340657,1.4088461661058767,274575
1962-03-22,1.3947709798812866,1.405007796856069,1.3947709798812866,1.405007796856069,251040
1962-03-23,1.3998888731002808,1.402448148290508,1.396050199651639,1.396050199651639,196125
1962-03-26,1.3992490768432617,1.4050073263471905,1.3973296922535121,1.3998888717065117,141210
1962-03-27,1.3730173110961914,1.3960503109714697,1.3717376255316969,1.3960503109714697,368715
1962-03-28,1.3806954622268677,1.3845341371512032,1.3742972239242983,1.3742972239242983,345180
1962-03-29,1.3768558502197266,1.3870926628801195,1.3768558502197266,1.3806948105362147,243195
1962-03-30,1.3634203672409058,1.37429688139738,1.3570222262677123,1.37429688139738,462855
1962-04-02,1.3448660373687744,1.3627805833286175,1.3448660373687744,1.3627805833286175,392250
1962-04-03,1.3115962743759155,1.3435865978639354,1.2975206890460902,1.3435865978639354,957090
1962-04-04,1.3058373928070068,1.3231120378992425,1.3058373928070068,1.3115954482800238,682515
1962-04-05,1.3333497047424316,1.3333497047424316,1.3128759778500323,1.3128759778500323,957090
1962-04-06,1.3320693969726562,1.3435859886233634,1.3231122712918542,1.3333490820902818,455010
1962-04-09,1.3333497047424316,1.3397476546450267,1.3231128891635813,1.3320700190272141,23535
1962-04-10,1.3384677171707153,1.3384677171707153,1.3256716301335039,1.3333492632088975,274575
1962-04-11,1.3205535411834717,1.3487049978874295,1.3205535411834717,1.3384680871342278,556995
1962-04-12,1.3064770698547363,1.3231119188718699,1.3064770698547363,1.3205526450529528,423630
1962-04-13,1.3256711959838867,1.3256711959838867,1.305197482576304,1.3064771674486693,658980
1962-04-16,1.3243918418884277,1.3346286532816227,1.310316262123282,1.325671527080404,533460
1962-04-17,1.330790638923645,1.330790638923645,1.317994546551534,1.3243924970028829,313800
1962-04-18,1.3282313346862793,1.3423070168485218,1.3269516488885897,1.3307906105469536,447165
1962-04-19,1.3282313346862793,1.3333497906729233,1.32311297443434,1.3282313346862793,407940
1962-04-23,1.326951026916504,1.3295103015775882,1.3218325733289953,1.328230712114376,329490
1962-04-24,1.3256711959838867,1.3352682102514954,1.3243915111115214,1.3269506893869811,478545
1962-04-25,1.3115962743759155,1.3307905067626062,1.3115962743759155,1.3256720511751352,486390
1962-04-26,1.2783266305923462,1.310316762172122,1.2783266305923462,1.310316762172122,972780
1962-04-27,1.2424967288970947,1.2924013744342469,1.2284211529229256,1.2783257984600778,1710210
