Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2020-12-14,118.54700469970703,120.07532431759577,118.31337825719271,119.34523518624412,79184500
2020-12-15,124.48509216308594,124.50456537042437,120.83464560664378,121.03906972258223,157243700
2020-12-16,124.41693115234375,124.96206204213269,123.2001158255996,124.0275561892667,98208600
2020-12-17,125.28331756591797,126.13996040824293,124.64083543417424,125.47800506998152,94359800
2020-12-18,123.29747009277344,125.67269604688084,122.7718049671832,125.53641332100761,192541500
2020-12-21,124.82576751708984,124.90364547308224,120.17266733587894,121.70098694468902,121251600
2020-12-22,128.37892150878906,130.84175516574334,126.20811172127088,128.1160851725901,168904800
2020-12-23,127.48330688476562,128.91426795602177,127.30807776451475,128.65144655619818,88223700
2020-12-24,128.4665069580078,129.91695629713385,127.61960817236115,127.83376887622417,54930100
2020-12-28,133.06121826171875,133.69395641508856,129.96563173528466,130.43289960768968,124486200
2020-12-29,131.28953552246094,135.105467586539,130.77360687946737,134.3851222341288,121047300
2020-12-30,130.1700439453125,132.37978484573765,129.85853207666074,131.98066583416636,96452100
2020-12-31,129.16737365722656,131.16295362039511,128.22312384324488,130.52047160916396,99116600
2021-01-04,125.97447204589844,130.06296894085764,123.39482183574111,129.97536179433877,143301900
2021-01-05,127.5320053100586,128.24263632210662,125.02049610454635,125.46829078537516,97664900
2021-01-06,123.23907470703125,127.5709424258299,123.02491398664694,124.3293440895093,155088000
2021-01-07,127.44437408447266,128.1355317571745,124.46561240551398,124.95233855838183,109578200
2021-01-08,128.5443878173828,129.10899197173987,126.77269738263777,128.91428961570313,105158200
2021-01-11,125.55585479736328,126.71426523844697,125.08860192198284,125.76028628554909,100384500
2021-01-12,125.38066864013672,126.24704065814508,123.4921686595174,125.08862995743296,91951100
2021-01-13,127.41516876220703,127.96029966424209,125.07888922385592,125.34171064567087,88636800
2021-01-14,125.48772430419922,127.5222357990049,125.34169756472754,127.32754833341085,90221800
2021-01-15,123.76472473144531,126.76295959555424,123.6284420036996,125.36118590805361,111598500
2021-01-19,124.43639373779297,125.29303640790387,123.57002189323133,124.38771815813641,90757300
2021-01-20,128.52491760253906,128.97271223666024,125.13730745125214,125.24438780808299,104319500
2021-01-21,133.23638916015625,135.96205811290383,130.04346734095793,130.24789882523683,120150900
2021-01-22,135.3779754638672,136.13726682824685,131.43549193115814,132.66203609199488,114459400
2021-01-25,139.12582397460938,141.23821403300437,132.91519251886263,139.2718507560153,157611700
2021-01-26,139.3594512939453,140.46918645287846,137.6169631530498,139.78777273313094,98390600
2021-01-27,138.28863525390625,140.46917381461645,136.6824448551771,139.6222601892596,140843800
2021-01-28,133.45057678222656,138.22050212672593,133.07093096645877,135.81607367562873,142621100
2021-01-29,128.45677185058594,133.10987264929705,126.753230328146,132.22402749273948,177523800
2021-02-01,130.57888793945312,131.7859741111612,127.45409959233686,130.19924214528973,106239800
2021-02-02,131.40631103515625,132.69126014883398,131.03639446508643,132.12665611956461,83305400
2021-02-03,130.3842010498047,132.16562050861145,130.0629600142458,132.15587647941985,89880900
2021-02-04,133.7425994873047,133.75232866214105,131.01693030921246,132.68154013575978,84183100
2021-02-05,133.32826232910156,133.97170445351236,132.45085206919504,133.90346870595903,75693800
2021-02-08,133.47451782226562,133.52326614630692,131.53444758226135,132.61659492201852,71297200
2021-02-09,132.59706115722656,134.4201468877061,132.44108738356064,133.1917548672735,76774200
2021-02-10,131.99267578125,133.55253314014962,131.02751236689184,133.05532098310047,73046600
2021-02-11,131.7391815185547,132.9675589258699,130.4133074654321,132.4898491628531,64280000
2021-02-12,131.97311401367188,132.1291026544625,130.33527791305684,130.97871989939654,60145100
2021-02-16,129.84783935546875,132.59706880200096,129.45786770907952,132.0901279755408,80576300
2021-02-17,127.55680084228516,128.9021769728661,126.22118330017902,127.95651619642835,97918500
2021-02-18,126.4552001953125,126.73791669485071,124.21291100168493,125.95798807847142,96856700
2021-02-19,126.61114501953125,127.43007806091106,125.5680024488118,126.97187066157987,87668800
2021-02-22,122.83830261230469,126.46495845093067,122.44833825927853,124.79786065579503,103916400
2021-02-23,122.70179748535156,123.53046696039274,115.41924089427319,120.65449424173501,158273000
2021-02-24,122.20458984375,122.40931941932189,119.16288479188184,121.80488184514299,111039900
2021-02-25,117.95398712158203,123.28672920715788,117.51528197921584,121.5513960656033,148199500
2021-02-26,118.21723175048828,121.71714451300848,118.15873226929354,119.51385248275434,164560400
2021-03-01,124.5833740234375,124.71986041672858,119.70883872604007,120.6447486105863,116307900
2021-03-02,121.98036193847656,125.49002551913253,121.87312157746639,125.18780674062197,102260900
2021-03-03,118.99713897705078,122.55555080343935,118.78265825970878,121.67813306792647,112966300
2021-03-04,117.11559295654297,120.49852194858548,115.64348851907964,118.69494521322325,178155000
2021-03-05,118.37320709228516,118.8801629015518,114.61981660015222,117.94425306669439,153766600
2021-03-08,113.44017028808594,117.96373782106434,113.29393276187487,117.89549463389245,154376600
2021-03-09,118.05148315429688,118.99714411910483,115.80920155325997,116.04317714685729,129525800
2021-03-10,116.9693374633789,119.10437859558475,116.45263053937967,118.63642743151894,111943300
2021-03-11,118.899658203125,120.11829196722469,118.21722627040926,119.4651060547753,103026500
2021-03-12,117.99297332763672,118.12945968982199,116.16990230218398,117.37878469780301,88105100
2021-03-15,120.87870788574219,120.8884590376453,117.39829045128926,118.36345366505867,92403800
2021-03-16,122.41907501220703,124.02767309341856,121.59040552732543,122.54581024798175,115227900
2021-03-17,121.62940216064453,122.70179839737172,119.27012151430435,120.93721906750288,111932600
2021-03-18,117.5055160522461,120.08902057387003,117.30078651568779,119.7965455571018,121229700
2021-03-19,116.97909545898438,118.3829639984745,116.67687665204714,116.89135739424152,185549500
2021-03-22,120.29376220703125,120.76172079332808,117.24230627726561,117.31054946298083,111912300
2021-03-23,119.465087890625,121.12242658262932,119.07512365781542,120.2352652049879,95467100
2021-03-24,117.07656860351562,119.81606211005297,117.05707373778829,119.73806777124454,88530500
2021-03-25,117.56404113769531,118.60719885311322,116.01394245162524,116.54039316706906,98844700
2021-03-26,118.16847229003906,118.43170133574063,115.93593444848634,117.33005170542276,94071200
2021-03-29,118.34395599365234,119.50409766319855,117.70052126390267,118.59743388740822,80819200
2021-03-30,116.8913345336914,117.37878796591035,115.87743050212212,117.09606408266947,85671900
2021-03-31,119.08487701416016,120.42049468098195,118.10997013305847,118.5974235736093,118323800
2021-04-01,119.91355895996094,121.06394949790783,119.41635431579364,120.5570011392304,75089100
2021-04-05,122.74079132080078,122.99426922039768,119.98180275866349,120.76173132452315,88651200
2021-04-06,123.04301452636719,123.9399272027551,122.49706897342678,123.32573845569713,80171300
2021-04-07,124.69060516357422,124.71010003062226,121.99985979599343,122.67254799737614,83466700
2021-04-08,127.08889770507812,127.11814372974433,125.29507210467128,125.71427504215544,88844600
2021-04-09,129.6626434326172,129.70163317095958,126.22122258271084,126.54294370866688,106686700
2021-04-12,127.94679260253906,129.5163933763926,127.35209877205047,129.19467229997423,91420000
2021-04-13,131.05673217773438,131.28097148351077,128.61946483937675,129.11667689697725,91266500
2021-04-14,128.71697998046875,131.6124551846021,128.35626912284386,131.55396314021985,87222800
2021-04-15,131.12501525878906,131.6124688471117,130.286594491838,130.4620855191037,89347100
2021-04-16,130.79351806640625,131.29071524829968,129.9355952026849,130.93000444237106,84922400
2021-04-19,131.45643615722656,132.07063223335706,129.99407588140957,130.1598082608944,94264200
2021-04-20,129.7698516845703,132.12912448166279,128.5024698015972,131.63192734239016,94812300
2021-04-21,130.15005493164062,130.39378162626917,128.00526299408884,129.03866179917034,68847100
